Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z
-46.08885193,252.5377045,-2878.001953,-65.1557312,255.7313995,-2869.76001,-53.70569611,252.22995,-2873.273926,-21.64004707,246.5703583,-2891.519775,-10.41888523,245.0791931,-2905.455811,-14.77412891,246.1043243,-2897.06543
-46.35962677,252.875061,-2877.582275,-65.34823608,256.3553162,-2869.249268,-53.95175552,252.713501,-2872.822754,-22.00844765,246.3879395,-2891.054443,-10.85346317,244.5475616,-2905.025635,-15.17205334,245.7590942,-2896.641846
-46.4070282,253.0988617,-2877.138672,-65.33692169,256.7629089,-2868.756348,-53.96754456,253.0414124,-2872.313477,-22.21597099,246.2848663,-2890.730469,-11.19392014,244.1945038,-2904.749023,-15.42716694,245.5436859,-2896.349365
-46.26716614,253.2104187,-2876.68335,-65.14229584,256.9470215,-2868.080078,-53.76276779,253.2159882,-2871.771973,-22.23991585,246.2545776,-2890.482422,-11.37634087,244.0086212,-2904.606201,-15.51502323,245.4525757,-2896.170898
-45.92015839,253.237381,-2876.222656,-64.76371002,256.9290161,-2867.382568,-53.36957932,253.2555389,-2871.205078,-22.09819412,246.2888336,-2890.321045,-11.43506432,243.9732361,-2904.59375,-15.45848465,245.4713898,-2896.113037
-45.47148895,253.2046967,-2875.786377,-64.23435211,256.7505493,-2866.611084,-52.81687164,253.1849365,-2870.631592,-21.8484745,246.382019,-2890.293945,-11.42212868,244.0698547,-2904.733154,-15.29398823,245.5860138,-2896.194824
-44.88058853,253.1373749,-2875.390381,-63.56617737,256.4999695,-2865.818848,-52.1540947,253.0623779,-2870.083496,-21.54721642,246.5285339,-2890.404053,-11.38095379,244.2558899,-2905.017334,-15.07864475,245.7718048,-2896.417236
-44.30224609,253.1042023,-2875.067383,-62.85578919,256.2953491,-2865.132324,-51.44731903,252.9682465,-2869.608643,-21.23610497,246.7028809,-2890.612793,-11.36588764,244.479248,-2905.40625,-14.89584065,245.996109,-2896.735596
-43.79798126,253.1252899,-2874.820557,-62.22231293,256.1564636,-2864.522217,-50.80140305,252.9362335,-2869.217529,-20.98174858,246.8837891,-2890.821777,-11.37969303,244.684845,-2905.79541,-14.76892567,246.2134399,-2897.066162
-43.37986374,253.1893158,-2874.610352,-61.71274948,256.0975037,-2864.038574,-50.31566238,252.971283,-2868.899902,-20.79376793,247.0578156,-2890.94751,-11.39959908,244.8408203,-2906.059082,-14.67311287,246.4030914,-2897.296875
-43.10073471,253.2905579,-2874.41626,-61.36245728,256.1126099,-2863.673584,-49.95879746,253.057312,-2868.624512,-20.65527725,247.2193298,-2890.973389,-11.4108057,244.9521179,-2906.166992,-14.59720802,246.5641174,-2897.386475
-42.86481857,253.3882446,-2874.231934,-61.04189301,256.1220703,-2863.339844,-49.65099335,253.1476288,-2868.366211,-20.50287628,247.3836517,-2890.954346,-11.38559055,245.0664673,-2906.207275,-14.4931469,246.7344666,-2897.412109
-42.51199341,253.4551697,-2874.041748,-60.67890167,256.0685425,-2862.973877,-49.24871445,253.2010193,-2868.105225,-20.30471802,247.5690613,-2890.973389,-11.33716583,245.2350311,-2906.300049,-14.3538723,246.9427643,-2897.483643
-42.10899735,253.4828796,-2873.876465,-60.17449951,255.9023285,-2862.565674,-48.75987625,253.1793365,-2867.855469,-20.06112862,247.7907867,-2891.085693,-11.25764084,245.4898987,-2906.50415,-14.17351723,247.203186,-2897.657959
-41.55669022,253.4308777,-2873.726074,-59.53118897,255.6162262,-2862.12207,-48.11467743,253.0469818,-2867.592773,-19.77254105,248.0429688,-2891.330322,-11.17183876,245.8119202,-2906.864014,-13.98567104,247.5216522,-2897.986084
-40.9724617,253.3578949,-2873.594727,-58.78552246,255.2392273,-2861.582764,-47.37400055,252.8640442,-2867.328125,-19.43950081,248.3030243,-2891.643555,-11.10908127,246.1912384,-2907.326904,-13.78945351,247.8742523,-2898.4021
-40.35646057,253.2655334,-2873.470459,-58.02698135,254.8475494,-2861.166504,-46.62756348,252.6615143,-2867.088867,-19.12013054,248.5586853,-2891.958252,-11.04940128,246.6036377,-2907.790283,-13.55883884,248.2263184,-2898.813721
-39.68891907,253.1577606,-2873.351074,-57.20755005,254.4276886,-2860.643555,-45.82847214,252.4421844,-2866.862793,-18.74782753,248.802597,-2892.267822,-11.63546085,246.9525604,-2908.442871,-13.29661083,248.5623779,-2899.215332
-38.94184494,253.0129395,-2873.25415,-56.41164017,254.0410919,-2862.588379,-44.93133926,252.1790924,-2866.651123,-18.32599449,249.0518494,-2892.615234,-11.50832367,247.3609619,-2908.934326,-13.017766,248.9156799,-2899.666992
-38.10254669,252.8804016,-2873.211182,-55.35048294,253.5587769,-2862.154297,-43.94407654,251.9169159,-2866.486328,-17.86964035,249.3527222,-2893.052979,-11.38848209,247.8347015,-2909.518799,-12.70777893,249.3442535,-2900.203613
-37.23192596,252.7557831,-2873.198486,-54.25340271,253.0923004,-2861.79126,-42.93374634,251.6677856,-2866.359131,-17.41635323,249.6992035,-2893.525391,-11.27688122,248.3713837,-2910.143066,-12.41261292,249.8055115,-2900.781982
-36.45330048,252.6264648,-2873.203857,-53.21516419,252.5787048,-2861.424805,-41.96624756,251.4062347,-2866.251709,-17.00496674,250.0517883,-2893.983887,-11.21243763,248.9324951,-2910.737305,-12.17689323,250.2864838,-2901.336914
-35.70209885,252.4589996,-2873.231689,-52.21669769,251.9964752,-2861.124512,-41.02978516,251.0752258,-2866.172852,-16.6375618,250.3990479,-2894.43457,-11.16712952,249.5106812,-2911.3125,-11.95712757,250.7905731,-2901.874756
-34.90306091,252.3247833,-2873.279541,-51.16168213,251.4441223,-2860.869141,-40.03585053,250.7693939,-2866.125488,-16.25143814,250.7985687,-2894.900146,-11.11835098,250.1625519,-2911.887207,-11.70969391,251.3213196,-2902.413818
-34.15067673,252.2467804,-2873.333496,-50.15176773,250.9685516,-2860.628906,-39.11475372,250.5451355,-2866.098633,-15.86222363,251.188324,-2895.307861,-11.05279732,250.7886658,-2912.404541,-11.48969936,251.8708191,-2902.900391
-33.49592209,252.1559296,-2873.35083,-49.28696442,250.5260315,-2860.442871,-38.32786942,250.3255768,-2866.057617,-15.48298836,251.5403137,-2895.574951,-10.89194584,251.3577881,-2912.732666,-11.19970131,252.3508911,-2903.208496
-32.94690704,252.0671234,-2873.3125,-48.61740875,250.1482544,-2860.311523,-37.69022751,250.1139069,-2866.000732,-15.08819389,251.8339996,-2895.690186,-10.61700726,251.8349762,-2912.878662,-10.8713541,252.7530823,-2903.345459
-32.40515518,251.9855347,-2873.278809,-48.00424194,249.8104401,-2860.230469,-37.07132721,249.9090424,-2865.959717,-14.6945219,252.1236877,-2895.755371,-10.27465057,252.3028107,-2912.956787,-10.50954437,253.1428223,-2903.417969
-31.86055756,251.9150543,-2873.300049,-47.35066605,249.4709473,-2860.201416,-36.4576149,249.7254028,-2865.974365,-14.23857594,252.4240723,-2895.857422,-9.920426369,252.7989197,-2913.077637,-10.09544754,253.5421143,-2903.525391
-31.24885559,251.8207703,-2873.412598,-46.59412766,249.0744019,-2860.239502,-35.75603867,249.5089722,-2866.076416,-13.73867321,252.7735443,-2896.066895,-9.555531502,253.3855286,-2913.313477,-9.660459518,254.0190125,-2903.743652
-30.42422295,251.6678009,-2873.633789,-45.61885071,248.5470428,-2860.362793,-34.82585907,249.1905365,-2866.283691,-13.15658093,253.1848755,-2896.429443,-9.1447258,254.095108,-2913.697998,-9.160494804,254.5815125,-2904.112793
-29.55403709,251.4918365,-2873.963135,-44.54335403,247.9436646,-2860.607666,-33.79950333,248.8361816,-2866.602539,-12.49166298,253.6391602,-2896.893311,-8.683672905,254.9110718,-2914.186523,-8.616872787,255.2374725,-2904.591553
-28.54999352,251.2723999,-2874.351074,-43.40178299,247.2496338,-2860.923828,-32.75020218,248.4074554,-2867.009766,-11.84004498,254.0860138,-2897.439453,-8.218309402,255.7546539,-2914.736572,-8.082543373,255.911911,-2905.138672
-28.1122036,250.8772736,-2874.902832,-42.32045746,246.514328,-2861.292725,-31.76109886,247.9693604,-2867.449219,-11.21540833,254.5450897,-2897.950684,-7.770166397,256.6239624,-2915.250244,-7.537192345,256.5705872,-2905.653076
-27.30508995,250.6590424,-2875.374512,-41.31330872,245.8044586,-2861.735352,-30.83486557,247.5470581,-2867.942627,-10.64819527,255.0133667,-2898.48999,-7.415225506,257.4897461,-2915.776855,-7.084803581,257.2434082,-2906.172119
-26.60956383,250.4514771,-2875.868164,-40.42448044,245.1539154,-2862.203613,-30.02648354,247.161911,-2868.455566,-10.21910286,255.4463501,-2899.043213,-7.159432411,258.2629089,-2916.30249,-6.740592957,257.8460999,-2906.708252
-26.12093544,250.2361755,-2876.31665,-39.83477402,244.5619202,-2862.704834,-29.46103096,246.7862396,-2868.952637,-9.871855736,255.8026123,-2899.468506,-6.924542427,258.9497375,-2916.699463,-6.470211506,258.3934326,-2907.116699
-25.78475761,250.067276,-2876.759277,-39.44657898,244.0579376,-2863.247314,-29.10668755,246.4736786,-2869.454346,-9.60855484,256.1493835,-2899.834717,-6.677717686,259.5880127,-2917.001953,-6.230071545,258.877594,-2907.435303
-25.49698257,249.9122925,-2877.207031,-39.10386658,243.5882416,-2863.7771,-28.75064468,246.1697083,-2869.956299,-9.446163177,256.5186157,-2900.219482,-6.550926208,260.2182617,-2917.325684,-6.102126122,259.3946228,-2907.778564
-25.2987442,249.7641296,-2877.693848,-38.79738998,243.0899963,-2864.340332,-28.49892616,245.8890533,-2870.491699,-9.333348274,256.901825,-2900.619141,-6.519685745,260.894989,-2917.671875,-6.034618855,259.9326477,-2908.140381
-25.10472679,249.6004639,-2878.209961,-38.52415848,242.5766754,-2864.970703,-28.27269363,245.5738373,-2871.078613,-9.225424767,257.2775269,-2901.035645,-6.474117756,261.5882874,-2918.016357,-5.976800919,260.482666,-2908.501953
-24.90623474,249.4309845,-2878.76416,-38.27555466,242.0611572,-2865.646729,-28.05513954,245.2610779,-2871.705811,-9.139962196,257.6445007,-2901.46875,-6.436280251,262.2823486,-2918.370117,-5.93824482,261.0100403,-2908.885742
-24.77084541,249.2574005,-2879.32251,-38.09288406,241.5671387,-2866.342041,-27.89006043,244.9304047,-2872.344971,-9.051852226,257.9713745,-2901.871826,-6.370274067,262.9208984,-2918.682617,-5.875041008,261.4889221,-2909.226807
-24.69606018,249.1086578,-2879.853271,-38.03110886,241.1284485,-2867.044434,-27.84057999,244.6553955,-2872.966064,-8.987597466,258.2536316,-2902.225586,-6.276323795,263.5154724,-2918.938965,-5.812430382,261.9020996,-2909.517334
-24.69877052,248.9781799,-2880.351563,-38.09196091,240.7735138,-2867.723389,-27.88467407,244.3913422,-2873.550537,-8.975969315,258.4986267,-2902.540039,-6.197253227,264.0484314,-2919.148193,-5.776805401,262.2490234,-2909.758789
-24.84990311,248.8770752,-2880.817871,-38.29665375,240.4810181,-2868.375,-28.07138443,244.1909332,-2874.104736,-9.027696609,258.7166748,-2902.798584,-6.173479557,264.5076599,-2919.311768,-5.805979729,262.5858765,-2909.956055
-25.08888626,248.7871552,-2881.280518,-38.62203598,240.2662964,-2869.029297,-28.35710144,244.0232544,-2874.655029,-9.145726204,258.9188538,-2903.046143,-6.199080944,264.9257813,-2919.459961,-5.882696629,262.8837585,-2910.131104
-25.42819405,248.7285614,-2881.727295,-39.05046082,240.0978699,-2869.66748,-28.71492958,243.8792572,-2875.181396,-9.308400154,259.0701904,-2903.272461,-6.231933594,265.2769775,-2919.577637,-5.987572193,263.1004334,-2910.282959
-25.37932015,248.8340912,-2882.053223,-39.46243668,239.9843292,-2870.257568,-29.1313839,243.783844,-2875.706787,-9.506207466,259.191925,-2903.530029,-6.334683895,265.5740967,-2919.73999,-6.138021946,263.289032,-2910.476807
-25.67982864,248.7839203,-2882.491455,-39.88806915,239.8909302,-2870.855225,-29.49868584,243.6795349,-2876.223145,-9.720313072,259.3033142,-2903.799805,-6.490810871,265.8499756,-2919.929199,-6.315581322,263.4621582,-2910.70166
-26.1117363,248.7756042,-2882.91333,-40.4225502,239.880249,-2871.419678,-30.00730896,243.6319427,-2876.720703,-9.960314751,259.3847656,-2904.050049,-6.634591579,266.0724182,-2920.088867,-6.490828514,263.5809021,-2910.889893
