Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z
15.13779545,254.2419281,-2832.5,2.71462369,254.2772064,-2816.036621,11.65176582,251.92453,-2824.210449,27.67099953,254.6295929,-2857.749512,29.2076931,258.2991638,-2875.621094,,,
15.10211468,254.282959,-2832.423584,2.699324131,254.3225403,-2816.005859,11.64138413,251.9675598,-2824.182129,27.68506432,254.6299438,-2857.692383,29.21871185,258.2851257,-2875.583496,,,
15.06455612,254.3158112,-2832.38208,2.638242245,254.3938599,-2815.959473,11.60668182,252.0226288,-2824.100098,27.67702103,254.6103363,-2857.604004,29.24279976,258.2401428,-2875.511719,,,
14.99540424,254.3512573,-2832.320068,2.546925783,254.4629059,-2815.916748,11.5384903,252.0711517,-2824.036133,27.65838051,254.583786,-2857.52832,29.26705551,258.1849976,-2875.450684,30.68080902,256.354126,-2866.255615
14.95895863,254.3545685,-2832.288086,2.500370979,254.4802704,-2815.895996,11.50337029,252.0783844,-2823.993408,27.6602478,254.5546112,-2857.470703,29.29508591,258.1499634,-2875.395508,30.69898415,256.3092651,-2866.226807
14.96440697,254.3277435,-2832.297363,2.516307592,254.4569855,-2815.894531,11.51411724,252.0570831,-2823.996582,27.65655708,254.5478668,-2857.471436,29.28936005,258.1451416,-2875.39917,30.70297623,256.3000793,-2866.200684
14.98008919,254.3298492,-2832.275391,2.54551959,254.4434509,-2815.893555,11.53757,252.0535889,-2824.013428,27.64447594,254.5633698,-2857.506592,29.25984764,258.159668,-2875.422363,30.66587639,256.3183289,-2866.105225
14.97756195,254.3256073,-2832.286621,2.519983053,254.4555817,-2815.878174,11.50821877,252.0636292,-2823.998779,27.60446358,254.5657806,-2857.499268,29.24002647,258.1578064,-2875.421387,30.6248436,256.3293762,-2866.160889
14.94023037,254.3336792,-2832.275146,2.43936348,254.4897003,-2815.875977,11.42308807,252.076767,-2823.967773,27.54575157,254.534729,-2857.470215,29.24259186,258.1167603,-2875.40625,30.59527588,256.2975769,-2866.164795
14.8688345,254.3517761,-2832.247803,2.352783203,254.541687,-2815.854004,11.30957508,252.1119232,-2823.970215,27.48166847,254.4910584,-2857.418457,29.226614,258.0567932,-2875.354736,30.55548286,256.2258911,-2866.162109
14.80971336,254.3611603,-2832.237549,2.267920256,254.6062012,-2815.797852,11.19830513,252.1464996,-2823.902588,27.41971588,254.4360352,-2857.362061,29.18897057,257.98349,-2875.287842,30.51996994,256.1560669,-2866.258301
14.72894383,254.3957062,-2832.162109,2.188582659,254.6912384,-2815.723633,11.10148239,252.199585,-2823.860107,27.35920715,254.3673248,-2857.283203,29.13443947,257.8829346,-2875.218506,30.48190117,256.0749817,-2866.163086
14.65937138,254.4370728,-2832.101318,2.099867582,254.80867,-2815.642822,11.01052094,252.2719269,-2823.802734,27.29666901,254.30159,-2857.187256,29.08610344,257.7461853,-2875.168457,30.44054222,255.9798126,-2866.092773
14.60514259,254.4950562,-2832.025635,1.984181166,254.9866638,-2815.602051,10.91250801,252.3725586,-2823.698975,27.22305679,254.2471161,-2857.068115,29.03847694,257.6018066,-2875.087158,30.38560104,255.8837738,-2866.100342
14.51687431,254.5993195,-2831.883301,1.852165341,255.2214813,-2815.503418,10.81605911,252.5144501,-2823.55542,27.15713501,254.1983795,-2856.908691,28.9880333,257.458252,-2874.936768,30.34365845,255.792923,-2866.008789
14.46014595,254.6612549,-2831.856689,1.718362451,255.478241,-2815.317383,10.7159338,252.712265,-2823.343018,27.1087513,254.1464386,-2856.750244,28.9567833,257.3080139,-2874.728271,30.29536629,255.689743,-2865.839844
14.39962387,254.7103882,-2831.85083,1.578053594,255.6951904,-2815.201416,10.58548832,252.8938904,-2823.181885,27.06542206,254.1008911,-2856.575439,28.95944786,257.1725769,-2874.541992,30.27343178,255.5892944,-2865.597168
14.36104775,254.7327423,-2831.870361,1.501429915,255.8667908,-2815.155518,10.50212288,253.0177155,-2823.109863,27.0517025,254.074646,-2856.451172,28.97816849,257.0653381,-2874.429932,30.28612137,255.5221405,-2865.4104
14.35384178,254.7545013,-2831.847168,1.48378253,255.9706116,-2815.108154,10.47737122,253.0822296,-2823.066406,27.0558815,254.0604248,-2856.376953,28.99088097,257.002594,-2874.364502,30.29556656,255.4802094,-2865.294922
14.41169262,254.7241669,-2831.937744,1.501956582,256.0232239,-2815.07251,10.5014019,253.1144257,-2823.031738,27.07725334,254.0625763,-2856.333008,29.02161408,256.977478,-2874.345459,30.32745171,255.4747162,-2865.277344
14.4249506,254.7532959,-2831.896484,1.535456896,256.0510864,-2815.050049,10.54522896,253.1374054,-2823.015869,27.11558533,254.07341,-2856.306396,29.05860329,256.9849854,-2874.322998,30.36828995,255.48349,-2865.232178
14.4736414,254.7731476,-2831.908691,1.570864201,256.0698547,-2815.049072,10.59634113,253.1507568,-2823.011719,27.15882683,254.0930328,-2856.286865,29.11355591,257.0082397,-2874.296631,30.40666008,255.5046539,-2865.229004
14.48521423,254.8171844,-2831.844482,1.603508949,256.0774841,-2815.057129,10.64082241,253.1659851,-2823.020508,27.2135601,254.1145325,-2856.267578,29.19216919,257.035553,-2874.291504,30.46900749,255.5302582,-2865.234131
14.50402546,254.8560486,-2831.81543,1.638054252,256.0740967,-2815.07373,10.6799221,253.1692352,-2823.033691,27.27998161,254.1333618,-2856.269531,29.26910019,257.0649414,-2874.277588,30.5270958,255.5502472,-2865.206787
14.52554226,254.8624725,-2831.825439,1.679512739,256.0546265,-2815.083984,10.72416782,253.1638184,-2823.022217,27.34460449,254.1564941,-2856.262451,29.33177185,257.0911255,-2874.283447,30.56894493,255.5724335,-2865.167725
14.56737709,254.8503876,-2831.824463,1.745567203,256.0331116,-2815.094482,10.78653145,253.1609192,-2823.046143,27.42676354,254.1795044,-2856.256836,29.39383125,257.1158447,-2874.264404,30.64336777,255.601532,-2865.155762
14.64256382,254.8123322,-2831.880615,1.814932942,256.0124512,-2815.07373,10.83874893,253.1569214,-2823.023438,27.50541878,254.1978607,-2856.23877,29.45578384,257.1286316,-2874.254639,30.72172546,255.6297607,-2865.180176
14.71970463,254.8022308,-2831.866455,1.872237325,255.9929199,-2815.024658,10.88213062,253.1483612,-2822.988037,27.57239533,254.20224,-2856.196777,29.51321411,257.1393127,-2874.210693,30.77625275,255.6481476,-2865.190918
14.80021095,254.818634,-2831.765625,1.934106708,255.9903717,-2814.983887,10.9346695,253.1507874,-2822.941895,27.64354515,254.2025909,-2856.151367,29.58965683,257.1282349,-2874.185303,30.87095833,255.6420288,-2865.132568
14.87515259,254.8328857,-2831.701416,1.9789114,255.9972229,-2814.94165,10.97714329,253.1561127,-2822.897217,27.70383835,254.2042236,-2856.106934,29.65818977,257.1155396,-2874.135742,30.93289375,255.6374969,-2865.067871
14.92882824,254.8566895,-2831.603027,2.012438297,256.0072021,-2814.893066,11.01154423,253.1680756,-2822.86377,27.75034714,254.2044983,-2856.056641,29.72310257,257.1136475,-2874.078857,30.98238945,255.6285706,-2864.991211
15.0035944,254.8274078,-2831.671631,2.049874067,256.0197449,-2814.866211,11.04958057,253.1773071,-2822.827881,27.79413414,254.2052307,-2856.020508,29.78567123,257.1153564,-2874.037109,31.01627922,255.6303253,-2864.980713
15.04918098,254.8496704,-2831.621094,2.063794136,256.0336609,-2814.842529,11.0610075,253.1867218,-2822.792725,27.81596375,254.208374,-2855.987793,29.8285141,257.1128845,-2874.019043,31.02988815,255.6308441,-2864.94165
15.0675745,254.8685608,-2831.587158,2.058401823,256.0457459,-2814.824463,11.06260586,253.1949463,-2822.767334,27.82190323,254.2076569,-2855.962158,29.85689735,257.1045837,-2873.995361,31.05028534,255.6311188,-2864.917969
15.07577133,254.8581848,-2831.622803,2.050450802,256.0577698,-2814.810059,11.05620003,253.2056885,-2822.744141,27.81849861,254.2095795,-2855.954102,29.86252403,257.1069031,-2873.977783,31.0483799,255.6325989,-2864.88623
,,,2.030676365,256.0716248,-2814.8125,11.03586388,253.2111664,-2822.732666,27.80168915,254.2079773,-2855.941406,29.8615818,257.0973206,-2873.986816,31.03431892,255.6232758,-2864.850098
,,,2.020892143,256.0874939,-2814.813721,11.02763367,253.2225647,-2822.729004,27.79564858,254.2075653,-2855.945801,29.8548336,257.0865784,-2873.999268,31.02580452,255.6183929,-2864.878174
15.01989651,254.8767548,-2831.625488,2.015656471,256.1101074,-2814.798096,11.02053928,253.2355499,-2822.713379,27.78809547,254.2029572,-2855.94458,29.82041168,257.0667114,-2873.99292,31.01059914,255.6103668,-2864.856689
,,,2.003662586,256.134613,-2814.789307,11.01006222,253.2497559,-2822.699707,27.77993012,254.1896362,-2855.928955,29.78726959,257.0425415,-2873.9729,31.01247025,255.5865936,-2864.838623
,,,1.999045014,256.1645508,-2814.777832,11.00407124,253.2651978,-2822.677002,27.77696228,254.1690826,-2855.914063,29.77968597,257.0042419,-2873.962646,31.01986122,255.5527649,-2864.796631
,,,1.976694226,256.2073364,-2814.756592,10.98395157,253.2861328,-2822.61377,27.76619721,254.1472931,-2855.888428,29.78486061,256.9605103,-2873.934326,31.00837898,255.5203247,-2864.812744
,,,1.945942998,256.2549133,-2814.737549,10.96102428,253.314743,-2822.567627,27.76892281,254.1105804,-2855.866943,29.80508995,256.8922424,-2873.89624,31.02269363,255.4645386,-2864.708252
,,,1.932678938,256.317688,-2814.740723,10.95413303,253.3511505,-2822.536133,27.79572487,254.0596619,-2855.836914,29.83561516,256.8042297,-2873.835938,31.05248451,255.3969574,-2864.705811
,,,1.929846764,256.4290771,-2814.710205,10.95018673,253.4222565,-2822.439209,27.82825851,253.9740448,-2855.762695,29.90196037,256.6515808,-2873.756104,31.0957222,255.2829895,-2864.609863
,,,1.882692695,256.5672302,-2814.670898,10.92845726,253.5216827,-2822.337402,27.90394211,253.8579407,-2855.606445,30.06818008,256.4138184,-2873.701172,31.1955986,255.1350098,-2864.465332
,,,1.825201273,256.7077942,-2814.648193,10.90354824,253.5924683,-2822.252197,28.015131,253.6807556,-2855.40918,30.26607895,256.1216431,-2873.57373,31.33650398,254.9080505,-2864.246338
,,,1.770624518,256.8126221,-2814.618652,10.876544,253.6295013,-2822.186035,28.1160965,253.5146179,-2855.277832,30.46006584,255.8544617,-2873.417969,31.45552063,254.6659851,-2864.031738
,,,1.762927771,256.8749084,-2814.594482,10.88159561,253.6392365,-2822.13623,28.21593094,253.3843231,-2855.219971,30.59269333,255.6368561,-2873.356201,31.58025169,254.4794312,-2863.945557
,,,1.800901532,256.9107056,-2814.607178,10.92325687,253.6259003,-2822.111328,28.35199928,253.2262268,-2855.197754,30.74014473,255.4234772,-2873.260986,31.76106834,254.2748413,-2863.861328
