Number of frames: 2500
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z
1059,81.573295593,206.325820923,-2891.514648438,81.731300354,196.470565796,-2873.836914063,82.568763733,199.838699341,-2885.543701172,74.014213562,222.027893066,-2914.341064453,65.061859131,235.269241333,-2921.235839844,71.618263245,228.152313232,-2920.150878906,
1060,81.205955505,206.655502319,-2893.527343750,81.489730835,196.649871826,-2875.943603516,82.215133667,200.111007690,-2887.624511719,73.416519165,222.633255005,-2916.116943359,64.448257446,236.024444580,-2922.761962891,71.005439758,228.820266724,-2921.843505859,
1061,80.682472229,206.847824097,-2895.742431641,81.212936401,196.630554199,-2878.261230469,81.785606384,200.199401855,-2889.915771484,72.762626648,223.086624146,-2918.055664063,63.794948578,236.668365479,-2924.426025391,70.329650879,229.361495972,-2923.694335938,
1062,80.167373657,206.890457153,-2898.073486328,80.881378174,196.501007080,-2880.696044922,81.315429688,200.152999878,-2892.326416016,72.062469482,223.426940918,-2920.117675781,63.109657288,237.198471069,-2926.208496094,69.616813660,229.779434204,-2925.653320313,
1063,79.643554688,206.855804443,-2900.432617188,80.487098694,196.336059570,-2883.149902344,80.758178711,200.076675415,-2894.756591797,71.344726563,223.681335449,-2922.207031250,62.427810669,237.653213501,-2928.010009766,68.891830444,230.121978760,-2927.649414063,
1064,78.962974548,206.894760132,-2902.745117188,80.033203125,196.203445435,-2885.544921875,80.175437927,200.010269165,-2897.128417969,70.602539063,223.930648804,-2924.270751953,61.750526428,238.069519043,-2929.829589844,68.156066895,230.437927246,-2929.625732422,
1065,,,,79.549957275,196.174270630,-2887.857910156,79.537391663,200.051681519,-2899.418945313,69.840812683,224.241500854,-2926.277099609,61.053756714,238.520095825,-2931.614013672,67.406219482,230.801666260,-2931.554687500,
1066,,,,79.085426331,196.266708374,-2890.083007813,78.961532593,200.203750610,-2901.618164063,69.085586548,224.664779663,-2928.179931641,60.313381195,239.064544678,-2933.339355469,66.635627747,231.270477295,-2933.391845703,
1067,,,,78.644737244,196.550155640,-2892.147216797,78.408546448,200.569183350,-2903.649658203,68.322937012,225.256332397,-2929.925537109,59.524230957,239.746032715,-2934.881835938,65.825584412,231.910568237,-2935.060302734,
1068,,,,78.204475403,197.023376465,-2893.990478516,77.833496094,201.163360596,-2905.464111328,67.563537598,226.024749756,-2931.457275391,58.679115295,240.555938721,-2936.255615234,65.011833191,232.718658447,-2936.516357422,
1069,,,,77.744033813,197.567428589,-2895.635009766,77.375709534,201.773864746,-2907.066650391,66.797035217,226.869888306,-2932.794921875,57.812419891,241.431793213,-2937.416748047,64.201705933,233.583862305,-2937.782470703,
1070,,,,77.239402771,198.021453857,-2897.206298828,76.774948120,202.350814819,-2908.596435547,65.998443604,227.618392944,-2934.062011719,56.925922394,242.191360474,-2938.531982422,63.376590729,234.352081299,-2938.981933594,
1071,72.942474365,210.522048950,-2911.444580078,76.716217041,198.237670898,-2898.817871094,76.235946655,202.644638062,-2910.167724609,65.192932129,228.126007080,-2935.374023438,56.058990479,242.708114624,-2939.725585938,62.532672882,234.885391235,-2940.225341797,
1072,72.446418762,210.439682007,-2913.999511719,76.110641479,198.103118896,-2900.563476563,75.508316040,202.634429932,-2911.877441406,64.366439819,228.284042358,-2936.804199219,55.178070068,242.909973145,-2941.009033203,61.673637390,235.086685181,-2941.580322266,
1073,71.761909485,210.005798340,-2916.081298828,75.449417114,197.555603027,-2902.449218750,74.749099731,202.199447632,-2913.722900391,63.526718140,228.078002930,-2938.363281250,54.315898895,242.773452759,-2942.414306641,60.808967590,234.924942017,-2943.071777344,
1074,70.922805786,209.280181885,-2917.929199219,74.689727783,196.688858032,-2904.428710938,73.948402405,201.411392212,-2915.656982422,62.627025604,227.533569336,-2940.028076172,53.453872681,242.328292847,-2943.885498047,59.919475555,234.432403564,-2944.663085938,
1075,70.029357910,208.302444458,-2919.800781250,73.858207703,195.610702515,-2906.392822266,73.057586670,200.402343750,-2917.585693359,61.729312897,226.747207642,-2941.702148438,52.608127594,241.650573730,-2945.376708984,59.045291901,233.690002441,-2946.278076172,
1076,69.125457764,207.183898926,-2921.472167969,72.973899841,194.381057739,-2908.177978516,72.123924255,199.253082275,-2919.341796875,60.859802246,225.800445557,-2943.248779297,51.822605133,240.806091309,-2946.789062500,58.197620392,232.788589478,-2947.758789063,
1077,68.241348267,206.026489258,-2922.819091797,72.049880981,193.138717651,-2909.629394531,71.291313171,198.011306763,-2920.774169922,60.045280457,224.765487671,-2944.563964844,51.095714569,239.861282349,-2948.011230469,57.417968750,231.795440674,-2949.041259766,
1078,67.231224060,204.967880249,-2923.287841797,71.089523315,191.996078491,-2910.683837891,70.392303467,196.861572266,-2921.824951172,59.303447723,223.711334229,-2945.613769531,50.453590393,238.853866577,-2949.091796875,56.722267151,230.755523682,-2950.093017578,
1079,66.235359192,203.971786499,-2923.407226563,70.129447937,190.971862793,-2911.404296875,69.386985779,195.862472534,-2922.566162109,58.625427246,222.663421631,-2946.444580078,49.871936798,237.836364746,-2949.964843750,56.090560913,229.704925537,-2950.942382813,
1080,65.456718445,202.957641602,-2924.086669922,69.194572449,190.007110596,-2911.918212891,68.581832886,194.833053589,-2923.099853516,57.994247437,221.628173828,-2947.128906250,49.341476440,236.834686279,-2950.712890625,55.513061523,228.674026489,-2951.654785156,
1081,64.921203613,201.876800537,-2925.676025391,68.278343201,189.063980103,-2912.366455078,67.670341492,193.887054443,-2923.569091797,57.386222839,220.620254517,-2947.745361328,48.839675903,235.856643677,-2951.392333984,54.966388702,227.671951294,-2952.314208984,
1082,,,,67.362838745,188.077072144,-2912.894775391,66.913467407,192.829177856,-2924.113525391,56.796810150,219.596954346,-2948.410156250,48.364933014,234.860107422,-2952.133789063,54.442695618,226.643798828,-2953.018798828,
1083,,,,66.452583313,186.907913208,-2913.662597656,66.049880981,191.649490356,-2924.893798828,56.179176331,218.444854736,-2949.255126953,47.882305145,233.759567261,-2953.040283203,53.891529083,225.503356934,-2953.876220703,
1084,,,,65.514488220,185.500839233,-2914.706787109,65.159553528,190.238983154,-2925.934082031,55.533878326,217.144882202,-2950.294433594,47.402931213,232.543823242,-2954.093505859,53.304580688,224.233642578,-2954.909423828,
1085,,,,64.549789429,183.972732544,-2915.906250000,64.138198853,188.760528564,-2927.137451172,54.875709534,215.751739502,-2951.454589844,46.914924622,231.264221191,-2955.194824219,52.716697693,222.881317139,-2956.059326172,
1086,,,,63.570339203,182.506530762,-2917.069335938,63.144165039,187.306945801,-2928.303222656,54.203781128,214.363769531,-2952.628173828,46.435432434,229.978210449,-2956.334960938,52.136333466,221.515121460,-2957.234863281,
1087,,,,62.578136444,181.175033569,-2918.093261719,62.173408508,185.937683105,-2929.341796875,53.522571564,213.042053223,-2953.729736328,45.967945099,228.730865479,-2957.445312500,51.554344177,220.195388794,-2958.346191406,
1088,,,,61.555282593,179.924407959,-2919.032470703,61.150985718,184.654937744,-2930.305175781,52.841159821,211.766769409,-2954.768554688,45.494529724,227.548095703,-2958.491943359,50.951011658,218.935714722,-2959.401611328,
1089,,,,60.489830017,178.691436768,-2920.008056641,60.094383240,183.383010864,-2931.298339844,52.114887238,210.492691040,-2955.843261719,45.000278473,226.368179321,-2959.595947266,50.314983368,217.680847168,-2960.502197266,
1090,,,,59.384548187,177.394546509,-2921.127441406,59.001514435,182.029190063,-2932.434570313,51.305892944,209.168624878,-2957.059082031,44.422595978,225.145614624,-2960.822021484,49.592353821,216.372741699,-2961.744140625,
1091,,,,58.221153259,175.989669800,-2922.426757813,57.882369995,180.544952393,-2933.749267578,50.375926971,207.768508911,-2958.422607422,43.766124725,223.852630615,-2962.180419922,48.760974884,214.993743896,-2963.116699219,
1092,,,,56.959075928,174.524871826,-2923.853271484,56.482116699,179.084350586,-2935.193115234,49.350238800,206.325363159,-2959.881591797,43.031009674,222.528839111,-2963.597167969,47.861209869,213.568191528,-2964.580566406,
1093,,,,55.645561218,172.983322144,-2925.362304688,55.175697327,177.497406006,-2936.702880859,48.234909058,204.881652832,-2961.377441406,42.243698120,221.210281372,-2965.051757813,46.875617981,212.139999390,-2966.085693359,
1094,,,,54.253211975,171.444244385,-2926.924316406,53.637832642,176.006301880,-2938.264892578,47.093116760,203.465454102,-2962.875244141,41.413040161,219.926361084,-2966.507568359,45.822113037,210.766693115,-2967.568603516,
1095,,,,52.866744995,169.923965454,-2928.500244141,52.223678589,174.499053955,-2939.823242188,45.896083832,202.166488647,-2964.323242188,40.528671265,218.760696411,-2967.860351563,44.757690430,209.502105713,-2968.988281250,
1096,,,,51.449531555,168.544876099,-2930.029541016,,,,44.695671082,201.049423218,-2965.668457031,39.595153809,217.765594482,-2969.064208984,43.669803619,208.406005859,-2970.310546875,
1097,,,,50.117835999,167.379516602,-2931.392089844,,,,43.512241364,200.130706787,-2966.849853516,38.632953644,216.960983276,-2970.135742188,42.553627014,207.529312134,-2971.463378906,
1098,,,,48.847869873,166.483261108,-2932.508300781,,,,42.353382111,199.430404663,-2967.825195313,37.674411774,216.341629028,-2971.022460938,41.454826355,206.862487793,-2972.387939453,
1099,,,,47.639533997,165.824966431,-2933.355224609,,,,41.244262695,198.920288086,-2968.570800781,36.705821991,215.887222290,-2971.681396484,40.421577454,206.358779907,-2973.118408203,
1100,,,,46.534778595,165.354537964,-2933.953369141,,,,40.227111816,198.539825439,-2969.111328125,35.787822723,215.549484253,-2972.179931641,38.547512054,206.656692505,-2970.906738281,
1101,,,,45.539909363,165.072387695,-2934.300781250,,,,39.296695709,198.297027588,-2969.438476563,34.907981873,215.326110840,-2972.497558594,37.648269653,206.422348022,-2971.233642578,
1102,,,,44.650508881,165.042922974,-2934.325195313,,,,38.494503021,198.213394165,-2969.519775391,34.109046936,215.231475830,-2972.622314453,36.854904175,206.330062866,-2971.336914063,
1103,,,,43.903202057,165.250991821,-2934.065185547,,,,37.781677246,198.281265259,-2969.400878906,33.345813751,215.261703491,-2972.581787109,36.134071350,206.382461548,-2971.253173828,
1104,,,,43.221645355,165.597396851,-2933.686279297,,,,37.116207123,198.469207764,-2969.180664063,32.581039429,215.397781372,-2972.443359375,36.307838440,205.886291504,-2973.781005859,
1105,,,,42.549903870,165.997360229,-2933.317138672,,,,36.514579773,198.726272583,-2968.926757813,31.832094193,215.582778931,-2972.283203125,35.649841309,206.127624512,-2973.541015625,
1106,,,,41.921833038,166.427124023,-2932.892333984,,,,35.964500427,199.017883301,-2968.616943359,31.112546921,215.789535522,-2972.071533203,35.066238403,206.398513794,-2973.257080078,
1107,,,,41.338157654,167.002639771,-2932.243164063,,,,35.496414185,199.363601685,-2968.180664063,30.447803497,216.030609131,-2971.757568359,34.553272247,206.706573486,-2972.862304688,
1108,,,,40.827377319,167.839096069,-2931.258789063,,,,35.138648987,199.839782715,-2967.520996094,29.864046097,216.342437744,-2971.330810547,34.138206482,207.126083374,-2972.262207031,
1109,,,,40.361171722,168.898880005,-2929.954589844,40.396175385,173.309402466,-2941.370849609,34.911529541,200.449707031,-2966.606201172,29.390449524,216.769042969,-2970.691650391,33.849834442,207.661712646,-2971.444580078,
1110,,,,39.857921600,170.077316284,-2928.386230469,40.168941498,174.368103027,-2939.842285156,34.795619965,201.097640991,-2965.500000000,29.025686264,217.185379028,-2969.950683594,33.663242340,208.234924316,-2970.437255859,
1111,,,,39.247947693,171.298812866,-2926.581542969,39.794136047,175.475448608,-2938.081054688,34.712772369,201.666702271,-2964.262207031,28.737146378,217.490127563,-2969.134277344,33.537139893,208.698623657,-2969.326416016,
1112,,,,38.469669342,172.463943481,-2924.626953125,39.389694214,176.431976318,-2936.166015625,34.597076416,202.036361694,-2962.965332031,28.471916199,217.572235107,-2968.344482422,33.414562225,208.954635620,-2968.198974609,
1113,,,,37.503013611,173.504684448,-2922.558105469,38.767482758,177.275009155,-2934.125488281,34.435760498,202.204864502,-2961.585937500,28.215284348,217.426757813,-2967.502685547,33.268936157,208.992507935,-2966.993408203,
1114,38.267040253,184.789367676,-2937.669189453,36.332523346,174.459014893,-2920.313720703,37.952388763,178.000518799,-2931.904541016,34.195816040,202.194686890,-2960.047851563,27.956321716,217.090652466,-2966.518554688,33.080333710,208.840652466,-2965.648193359,
1115,37.310096741,185.311309814,-2935.331298828,34.895320892,175.377868652,-2917.808349609,36.927249908,178.667083740,-2929.412353516,33.898216248,202.032638550,-2958.283447266,27.717496872,216.590621948,-2965.360839844,32.863250732,208.528411865,-2964.099365234,
1116,36.186843872,185.853469849,-2932.819580078,33.213489532,176.417541504,-2915.107421875,35.646579742,179.414642334,-2926.723144531,33.549179077,201.754272461,-2956.410156250,27.519115448,215.878585815,-2964.234375000,32.627799988,208.050354004,-2962.459228516,
1117,34.964931488,186.353668213,-2930.407470703,31.318332672,177.574218750,-2912.495361328,34.206806183,180.174697876,-2924.095703125,33.128871918,201.317337036,-2954.678955078,28.183399200,214.349288940,-2965.844238281,32.349086761,207.375610352,-2960.986816406,
1118,33.550628662,186.729568481,-2928.416015625,29.354677200,178.608581543,-2910.311523438,32.662353516,180.782333374,-2921.882324219,32.605361938,200.655212402,-2953.296630859,27.911022186,213.224624634,-2965.135498047,31.979509354,206.486389160,-2959.855224609,
1119,32.179664612,186.811706543,-2926.921630859,27.523555756,179.288558960,-2908.669189453,31.131332397,181.101470947,-2920.208251953,31.950319290,199.843933105,-2952.274169922,27.499471664,212.021392822,-2964.657226563,31.465673447,205.477478027,-2959.039062500,
1120,30.786426544,186.749359131,-2925.776123047,25.776151657,179.680221558,-2907.439208984,29.648691177,181.200241089,-2918.927978516,31.188999176,199.087112427,-2951.464355469,26.974817276,210.910156250,-2964.262695313,30.853319168,204.530349731,-2958.375976563,
1121,29.430879593,186.740890503,-2924.723144531,24.079797745,180.044464111,-2906.344726563,28.180271149,181.343276978,-2917.779052734,30.375661850,198.499816895,-2950.681640625,26.369712830,210.009811401,-2963.818603516,30.173818588,203.771865845,-2957.711669922,
1122,28.076255798,187.047805786,-2923.553710938,22.346973419,180.755798340,-2905.144775391,26.716007233,181.801132202,-2916.506591797,29.596492767,198.156417847,-2949.755859375,25.764442444,209.345535278,-2963.242675781,29.489067078,203.275299072,-2956.907958984,
1123,26.669353485,187.835906982,-2922.078857422,20.501296997,182.011611938,-2903.663085938,25.174219131,182.779846191,-2914.929199219,28.714986801,198.561172485,-2948.712890625,25.238601685,208.926437378,-2962.443603516,28.877649307,203.082565308,-2955.836181641,
1124,25.180921555,189.144714355,-2920.346923828,18.481424332,183.860733032,-2901.957519531,23.519420624,184.323120117,-2913.083496094,27.972564697,198.981933594,-2947.270507813,24.842754364,208.771240234,-2961.443847656,28.362554550,203.210281372,-2954.529541016,
1125,23.710523605,190.879592896,-2918.601074219,16.499357224,186.535461426,-2900.185791016,21.833402634,186.334106445,-2911.222900391,27.305065155,199.719421387,-2945.772949219,24.533845901,208.860046387,-2960.411865234,27.913825989,203.623992920,-2953.173339844,
1126,22.301546097,192.892349243,-2917.076171875,14.627312660,189.116317749,-2898.720458984,20.233383179,188.623321533,-2909.591552734,26.656129837,200.718368530,-2944.439208984,24.216337204,209.210327148,-2959.498291016,27.453922272,204.317626953,-2951.969482422,
1127,21.047794342,194.995910645,-2915.923339844,12.968164444,191.734130859,-2897.636474609,18.849481583,190.968566895,-2908.340576172,26.033258438,201.904754639,-2943.417480469,23.860065460,209.795043945,-2958.826171875,26.997940063,205.223342896,-2951.051269531,
1128,19.979852676,197.111495972,-2915.177734375,11.696804047,194.327087402,-2896.927978516,17.712184906,193.305358887,-2907.500244141,25.798898697,203.379730225,-2942.637939453,23.411470413,210.465881348,-2958.481201172,26.495815277,206.209030151,-2950.513183594,
1129,19.128355026,199.122985840,-2914.771972656,10.648358345,196.848266602,-2896.541259766,16.810411453,195.549987793,-2907.003173828,25.196504593,204.617584229,-2942.357910156,22.912172318,211.112854004,-2958.444335938,25.968130112,207.157836914,-2950.308837891,
1130,18.359333038,201.139862061,-2914.557128906, 9.769547462,199.350311279,-2896.323974609,16.029573441,197.790985107,-2906.692871094,24.658601761,205.838363647,-2942.235839844,22.417627335,211.738555908,-2958.563964844,25.439928055,208.112701416,-2950.282470703,
1131,17.653854370,203.222976685,-2914.372314453, 8.921699524,201.902893066,-2896.171875000,15.286981583,200.103256226,-2906.431640625,24.173019409,207.151687622,-2942.125488281,21.981218338,212.466201782,-2958.663330078,25.015996933,209.149230957,-2950.243164063,
1132,16.946912766,205.440048218,-2914.102050781, 8.059891701,204.523132324,-2895.942382813,14.561861038,202.529861450,-2906.084960938,23.694448471,208.606704712,-2941.889648438,21.595529556,213.339706421,-2958.608886719,24.615558624,210.335403442,-2950.066650391,
1133,16.161754608,207.742614746,-2913.645263672, 7.025251389,207.214035034,-2895.579101563,13.717312813,205.045700073,-2905.574707031,23.264703751,210.159652710,-2941.421386719,21.323425293,214.308517456,-2958.312011719,24.254531860,211.658676147,-2949.660644531,
1134,15.132694244,209.909484863,-2913.026611328, 5.841629982,209.976882935,-2895.195800781,12.750378609,207.609664917,-2905.005371094,22.843822479,211.696014404,-2940.826416016,21.187227249,215.224243164,-2957.874267578,24.007577896,212.918136597,-2949.104492188,
1135,14.379166603,212.145385742,-2912.605957031, 4.733453274,212.746353149,-2894.937500000,11.828609467,210.187606812,-2904.558349609,22.495330811,213.139739990,-2940.318359375,21.115322113,216.017364502,-2957.509521484,23.822925568,214.090286255,-2948.619873047,
1136,13.810702324,214.653060913,-2912.525390625, 3.894313335,215.396499634,-2894.870849609,11.141121864,212.658401489,-2904.324462891,22.194686890,214.593521118,-2940.027587891,20.986259460,216.846206665,-2957.331787109,23.601772308,215.255111694,-2948.354980469,
1137,13.324282646,216.898818970,-2912.501220703, 3.256376743,217.987289429,-2894.924072266,10.944556236,215.432266235,-2904.131835938,21.846260071,216.183029175,-2939.931152344,20.719560623,217.868011475,-2957.316406250,23.334119797,216.651382446,-2948.294433594,
1138,12.848868370,219.203277588,-2912.527587891, 2.645638227,220.535385132,-2895.020263672,10.505950928,217.883468628,-2904.121826172,21.532747269,217.934051514,-2939.879882813,20.453887939,219.099578857,-2957.326904297,23.141361237,218.140396118,-2948.244873047,
1139,12.386114120,221.424621582,-2912.517822266, 2.055431604,222.945449829,-2895.094482422,10.035784721,220.281890869,-2904.083984375,21.246089935,219.676818848,-2939.776611328,20.275856018,220.369979858,-2957.256591797,22.951864243,219.691558838,-2948.137939453,
1140,11.952077866,223.382736206,-2912.414550781, 1.462200522,225.070068359,-2895.081787109, 9.546286583,222.376693726,-2903.973144531,20.975767136,221.254760742,-2939.579345703,20.142457962,221.527648926,-2957.078857422,22.776744843,221.095092773,-2947.930664063,
1141,11.520849228,224.987930298,-2912.166503906, 0.887441337,226.800323486,-2894.917968750, 9.098926544,224.113952637,-2903.721679688,20.767490387,222.532135010,-2939.219970703,20.042671204,222.455245972,-2956.733642578,22.637334824,222.240066528,-2947.574218750,
1142,11.059865952,226.312896729,-2911.740478516, 0.288452327,228.271728516,-2894.596923828, 8.548902512,225.568832397,-2903.297119141,20.591575623,223.542877197,-2938.660888672,19.981660843,223.131759644,-2956.194580078,22.491285324,223.135894775,-2947.023193359,
1143,10.555150986,227.474517822,-2911.162109375,-0.416933775,229.607009888,-2894.162109375, 8.011206627,226.833404541,-2902.721435547,20.444965363,224.327178955,-2937.903076172,20.046794891,223.578002930,-2955.445800781,22.397184372,223.785354614,-2946.259521484,
1144, 9.986274719,228.616989136,-2910.466796875,-1.211033821,230.920425415,-2893.643798828, 7.385369301,228.099609375,-2902.036865234,20.290779114,225.063842773,-2936.992919922,20.114524841,223.965606689,-2954.542968750,21.996921539,224.678176880,-2945.532958984,
1145, 9.361852646,229.841201782,-2909.738281250,-2.067294836,232.275100708,-2893.083740234, 6.653055668,229.448699951,-2901.324218750,20.099599838,225.909118652,-2936.031982422,20.180917740,224.447219849,-2953.570312500,21.936967850,225.384628296,-2944.546875000,
1146, 8.748151779,231.149398804,-2909.032958984,-2.886701822,233.665695190,-2892.534667969, 5.972614288,230.843139648,-2900.633300781,19.892002106,226.902816772,-2935.108886719,20.198398590,225.089645386,-2952.622070313,21.834812164,226.253860474,-2943.597412109,
1147, 8.197126389,232.468017578,-2908.350097656,-3.602703094,235.013839722,-2891.979003906, 5.435677052,232.229385376,-2899.949218750,19.672874451,228.001495361,-2934.245849609,20.097486496,225.890518188,-2951.747314453,21.685075760,227.242355347,-2942.720458984,
1148, 7.743840218,233.730575562,-2907.707031250,-4.190733433,236.317214966,-2891.435546875, 4.943700314,233.597976685,-2899.308349609,19.495677948,229.072998047,-2933.438720703,20.113409042,226.663711548,-2950.907226563,21.564083099,228.219390869,-2941.898193359,
1149, 7.451379776,234.817352295,-2907.103027344,-4.589820385,237.423629761,-2890.917968750, 4.648795128,234.742782593,-2898.709716797,19.451686859,229.990768433,-2932.682128906,20.198093414,227.310882568,-2950.125244141,21.573265076,229.048370361,-2941.127929688,
1150, 7.401463509,235.545806885,-2906.514648438,-4.708477974,238.168746948,-2890.389892578, 4.591707706,235.537780762,-2898.119873047,19.585687637,230.609420776,-2931.984375000,20.439222336,227.730239868,-2949.402832031,21.743913651,229.593795776,-2940.418457031,
1151, 7.625875473,235.840881348,-2905.909423828,-4.507652760,238.438491821,-2889.795898438, 4.816333771,235.886459351,-2897.507080078,19.866649628,230.873840332,-2931.333496094,20.722709656,227.882415771,-2948.751220703,22.033132553,229.818679810,-2939.767089844,
1152, 8.116691589,235.778457642,-2905.248291016,-3.985122681,238.309829712,-2889.100097656, 5.332931519,235.826828003,-2896.834228516,20.349666595,230.860183716,-2930.687744141,21.132947922,227.836395264,-2948.117187500,22.465270996,229.800018311,-2939.135009766,
1153, 8.754455566,235.484649658,-2904.512451172,-3.304903746,237.878280640,-2888.309570313, 5.974788189,235.491241455,-2896.094238281,20.900140762,230.702774048,-2930.018554688,21.647411346,227.692077637,-2947.442626953,22.983484268,229.670013428,-2938.473632813,
1154, 9.448572159,235.057235718,-2903.679931641,-2.557715654,237.291992188,-2887.413818359, 6.695925236,235.010589600,-2895.253417969,21.507041931,230.464691162,-2929.267089844,22.172163010,227.531921387,-2946.701416016,23.551832199,229.491226196,-2937.733642578,
1155,10.125883102,234.634567261,-2902.726318359,-1.845737576,236.670715332,-2886.406250000, 7.415294170,234.524826050,-2894.285156250,22.128656387,230.241165161,-2928.379150391,22.696746826,227.386322021,-2945.831787109,24.142831802,229.332641602,-2936.856445313,
1156,10.709359169,234.304870605,-2901.620361328,-1.269278765,236.167312622,-2885.281494141, 8.019194603,234.141860962,-2893.172607422,22.703926086,230.092300415,-2927.296386719,23.298805237,227.285263062,-2944.755126953,24.759168625,229.220458984,-2935.773437500,
1157,11.147670746,234.126617432,-2900.386474609,-0.932105482,235.863403320,-2884.101806641, 8.381759644,233.932922363,-2891.960205078,23.296131134,230.034698486,-2926.017822266,24.078960419,227.217529297,-2943.455078125,25.404623032,229.172927856,-2934.483398438,
1158,11.522381783,234.081604004,-2899.114257813,-0.685364425,235.731704712,-2882.928222656, 8.732666016,233.873336792,-2890.705810547,23.937788010,230.056121826,-2924.630615234,24.864860535,227.207305908,-2942.068603516,26.108922958,229.195495605,-2933.081298828,
1159,11.981451988,234.139587402,-2897.903320313,-0.364295810,235.740905762,-2881.803466797, 9.114791870,233.961349487,-2889.517333984,24.602901459,230.154098511,-2923.309814453,25.693044662,227.237045288,-2940.737792969,26.876674652,229.266342163,-2931.739501953,
1160,12.588850021,234.284301758,-2896.831054688, 0.169960752,235.840896606,-2880.778320313, 9.731778145,234.104339600,-2888.443359375,25.353099823,230.305923462,-2922.161132813,26.617748260,227.309509277,-2939.560302734,27.695184708,229.399887085,-2930.572265625,
1161,13.404738426,234.513717651,-2895.882324219, 0.943566442,236.016464233,-2879.842529297,10.520167351,234.346023560,-2887.493408203,26.193075180,230.549652100,-2921.192382813,27.449251175,227.473175049,-2938.588378906,28.554563522,229.617782593,-2929.598632813,
1162,14.333330154,234.819961548,-2895.035400391, 1.903653979,236.246597290,-2878.953613281,11.482269287,234.637786865,-2886.631835938,27.088335037,230.879791260,-2920.360595703,28.361288071,227.747283936,-2937.744384766,29.430471420,229.949081421,-2928.773925781,
1163,15.313235283,235.203887939,-2894.225830078, 2.972769260,236.516479492,-2878.088134766,12.474946976,235.031616211,-2885.811523438,28.016901016,231.326049805,-2919.592529297,29.193248749,228.155303955,-2936.981933594,30.316173553,230.401641846,-2928.017578125,
1164,16.300006866,235.674804688,-2893.428466797, 4.017346859,236.851623535,-2877.235351563,13.497243881,235.466415405,-2884.994140625,28.951681137,231.865112305,-2918.831298828,30.111219406,228.660797119,-2936.223876953,31.216630936,230.961990356,-2927.272216797,
1165,17.277839661,236.196212769,-2892.620849609, 5.030369759,237.234497070,-2876.379882813,14.524866104,235.955841064,-2884.175292969,29.878822327,232.509109497,-2918.069824219,30.921680450,229.291748047,-2935.476562500,32.117988586,231.630905151,-2926.520507813,
1166,18.237310410,236.750320435,-2891.815917969, 6.026976585,237.629669189,-2875.532470703,15.539646149,236.473144531,-2883.353271484,30.790586472,233.238067627,-2917.307617188,31.843820572,230.014678955,-2934.713623047,32.996109009,232.386001587,-2925.769287109,
1167,19.198503494,237.290023804,-2891.029296875, 7.059683800,237.984359741,-2874.692871094,16.552709579,236.987915039,-2882.548828125,31.701705933,233.987915039,-2916.569580078,32.678394318,230.803054810,-2933.994628906,33.882160187,233.168762207,-2925.044433594,
1168,20.259496689,237.715454102,-2890.268066406, 8.200673103,238.188293457,-2873.869140625,17.649780273,237.353683472,-2881.776855469,32.679237366,234.680282593,-2915.885986328,33.619132996,231.578308105,-2933.317626953,34.813430786,233.928176880,-2924.371582031,
1169,21.471555710,238.012771606,-2889.528076172, 9.527976036,238.253265381,-2873.043701172,18.910688400,237.609283447,-2881.020996094,33.721897125,235.290069580,-2915.259277344,34.506690979,232.283309937,-2932.713378906,35.820976257,234.599380493,-2923.748535156,
1170,22.767251968,238.131164551,-2888.777832031,10.958816528,238.127700806,-2872.195312500,20.294858932,237.637649536,-2880.260253906,34.861553192,235.733566284,-2914.626708984,35.515670776,232.850982666,-2932.111816406,36.856277466,235.124511719,-2923.143798828,
1171,24.119735718,238.086120605,-2887.994628906,12.484313011,237.842315674,-2871.314208984,21.769098282,237.502502441,-2879.455078125,36.050422668,236.040512085,-2913.961914063,36.532299042,233.310577393,-2931.480957031,37.934398651,235.516464233,-2922.507324219,
1172,25.513868332,237.934875488,-2887.151611328,14.063542366,237.414535522,-2870.383056641,23.274103165,237.248046875,-2878.598144531,37.256977081,236.229568481,-2913.235839844,37.595195770,233.681167603,-2930.782470703,39.068298340,235.814819336,-2921.800537109,
1173,27.069992065,237.568954468,-2886.219238281,15.725330353,236.782196045,-2869.380126953,24.870023727,236.758987427,-2877.663818359,38.644374847,236.247283936,-2912.408935547,38.837268829,233.952468872,-2929.986572266,40.373279572,235.974441528,-2920.989501953,
1174,28.856119156,236.912429810,-2885.192626953,17.647350311,235.827926636,-2868.302246094,26.751459122,235.917984009,-2876.640625000,40.262939453,236.009597778,-2911.492431641,40.320400238,234.069473267,-2929.099365234,41.892608643,235.907943726,-2920.087890625,
1175,30.891353607,235.948318481,-2884.114990234,19.822767258,234.610946655,-2867.169189453,28.801361084,234.774032593,-2875.588623047,42.008064270,235.533309937,-2910.552978516,41.925662994,233.982940674,-2928.175048828,43.542999268,235.610260010,-2919.155029297,
