Number of frames: 2500
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z
571,25.532333374,158.768478394,-2888.041748047,17.855941772,161.269531250,-2869.323242188,22.917011261,156.933151245,-2879.777832031,30.838047028,158.811035156,-2916.215576172,29.768259048,163.567184448,-2933.168701172,31.821002960,160.232574463,-2924.715087891,
572,25.227807999,159.679519653,-2886.719970703,17.442348480,162.468887329,-2868.086425781,22.571458817,157.988296509,-2878.435791016,30.724365234,159.239715576,-2914.846679688,29.707477570,163.642440796,-2931.899169922,31.737747192,160.490051270,-2923.375488281,
573,25.062625885,160.643295288,-2885.463378906,17.120506287,163.734634399,-2866.921142578,22.348880768,159.105712891,-2877.167236328,30.686079025,159.756668091,-2913.546142578,29.711011887,163.825469971,-2930.685546875,31.729290009,160.851715088,-2922.092773438,
574,24.903577805,161.770019531,-2884.119384766,16.862619400,165.165084839,-2865.674804688,22.178705215,160.362213135,-2875.804687500,30.700864792,160.362792969,-2912.146484375,29.774087906,164.069702148,-2929.368896484,31.768733978,161.288055420,-2920.711914063,
575,24.675174713,162.986785889,-2882.661865234,16.427215576,166.719009399,-2864.367919922,21.908290863,161.732315063,-2874.340332031,30.739690781,160.978759766,-2910.599365234,29.939321518,164.308746338,-2927.909179688,31.878669739,161.739822388,-2919.183105469,
576,24.427316666,164.163848877,-2881.255371094,16.021545410,168.229110718,-2863.094482422,21.617910385,163.074081421,-2872.922851563,30.739950180,161.538208008,-2909.080078125,30.075429916,164.470825195,-2926.467773438,31.966524124,162.112518311,-2917.670654297,
577,24.262411118,165.272735596,-2879.939453125,15.747607231,169.734619141,-2861.918212891,21.410354614,164.368148804,-2871.601074219,30.710216522,162.031707764,-2907.656982422,30.125886917,164.576751709,-2925.120849609,31.977121353,162.433990479,-2916.262207031,
578,24.134454727,166.441574097,-2878.708251953,15.495858192,171.229919434,-2860.816650391,21.268642426,165.701614380,-2870.358398438,30.743354797,162.620529175,-2906.310791016,30.240053177,164.758712769,-2923.829101563,32.065158844,162.823272705,-2914.916259766,
579,24.166963577,167.738021851,-2877.595703125,15.411240578,172.831527710,-2859.833007813,21.257623672,167.157348633,-2869.245361328,30.907426834,163.378738403,-2905.076660156,30.431249619,165.148315430,-2922.653076172,32.245571136,163.425170898,-2913.691650391,
580,24.401479721,169.263153076,-2876.635742188,15.617493629,174.619003296,-2858.968017578,21.514553070,168.818878174,-2868.268066406,31.222650528,164.398422241,-2904.006347656,30.713050842,165.770309448,-2921.614013672,32.541831970,164.273269653,-2912.619628906,
581,24.792524338,171.060440063,-2875.732177734,15.943164825,176.683151245,-2858.178955078,21.921129227,170.755004883,-2867.355957031,31.692598343,165.695922852,-2902.990966797,31.127725601,166.635757446,-2920.625000000,33.011695862,165.371673584,-2911.603759766,
582,25.223836899,173.016036987,-2874.844482422,16.270454407,178.879379272,-2857.421142578,22.613307953,173.105117798,-2866.353027344,32.280643463,167.166030884,-2901.962402344,31.661983490,167.688751221,-2919.628173828,33.570762634,166.668014526,-2910.584472656,
583,25.627172470,174.961547852,-2873.985839844,16.577518463,181.006469727,-2856.686523438,22.987249374,175.216552734,-2865.507324219,32.842685699,168.660690308,-2900.956542969,32.217334747,168.796112061,-2918.641601563,34.139663696,168.011505127,-2909.572265625,
584,25.953737259,176.761215210,-2873.183105469,16.790061951,182.988433838,-2856.007812500,23.352470398,177.140731812,-2864.702636719,33.354137421,170.047348022,-2900.006103516,32.724380493,169.825805664,-2917.697021484,34.664581299,169.251846313,-2908.606933594,
585,26.217796326,178.304794312,-2872.460937500,16.941860199,184.710708618,-2855.404052734,23.592573166,178.792007446,-2863.988037109,33.789817810,171.223190308,-2899.137207031,33.168766022,170.664642334,-2916.827392578,35.112041473,170.278839111,-2907.724121094,
586,26.444492340,179.510238647,-2871.813720703,17.092708588,186.078964233,-2854.869873047,23.791929245,180.103393555,-2863.345947266,34.147731781,172.063369751,-2898.350585938,33.552024841,171.223693848,-2916.038330078,35.482238770,171.006866455,-2906.929931641,
587,26.633916855,180.379440308,-2871.216552734,17.273704529,187.152359009,-2854.352539063,24.022155762,181.091735840,-2862.748779297,34.396831512,172.558486938,-2897.617675781,33.804298401,171.476669312,-2915.303222656,35.737503052,171.405273438,-2906.191162109,
588,26.784587860,181.238311768,-2870.602050781,17.383487701,188.274551392,-2853.858154297,24.176395416,182.080688477,-2862.145751953,34.596321106,172.991989136,-2896.852783203,33.999134064,171.597229004,-2914.524414063,35.938835144,171.689025879,-2905.410644531,
589,26.848258972,182.222167969,-2869.954101563,17.332986832,189.444610596,-2853.367431641,24.235332489,183.175842285,-2861.511474609,34.856071472,173.583190918,-2896.026123047,34.291824341,171.871063232,-2913.679443359,36.216873169,172.141921997,-2904.565429688,
590,26.938791275,183.368179321,-2869.368652344,17.305650711,190.708114624,-2852.899902344,24.310995102,184.422897339,-2860.943847656,35.132316589,174.406188965,-2895.270751953,34.636039734,172.377777100,-2912.894287109,36.561073303,172.834228516,-2903.780517578,
591,27.156751633,184.621292114,-2868.947021484,17.405763626,192.093048096,-2852.602539063,24.484111786,185.789199829,-2860.542724609,35.520000458,175.345001221,-2894.682373047,35.022258759,172.992752075,-2912.277587891,36.944061279,173.650344849,-2903.177246094,
592,27.566099167,185.917098999,-2868.761230469,17.767494202,193.538467407,-2852.505859375,24.978340149,187.196548462,-2860.354736328,35.953960419,176.305770874,-2894.346679688,35.438594818,173.590332031,-2911.894287109,37.393482208,174.451309204,-2902.818359375,
593,28.153329849,187.183959961,-2868.775146484,18.393970490,194.967178345,-2852.558349609,25.598495483,188.611404419,-2860.354980469,36.488178253,177.245727539,-2894.241455078,35.858856201,174.196624756,-2911.737792969,37.882144928,175.245834351,-2902.695800781,
594,28.857406616,188.391921997,-2868.885253906,19.121824265,196.282730103,-2852.698974609,26.321290970,189.872894287,-2860.470214844,37.050964355,178.170104980,-2894.276855469,36.338371277,174.841445923,-2911.715332031,38.432109833,176.057388306,-2902.712646484,
595,29.576908112,189.424972534,-2869.033691406,19.858398438,197.381454468,-2852.868164063,27.061126709,190.964614868,-2860.618652344,37.699825287,178.984558105,-2894.360107422,36.907329559,175.445831299,-2911.751953125,39.046558380,176.805160522,-2902.785888672,
596,30.297237396,190.208724976,-2869.219238281,20.574245453,198.194854736,-2853.055664063,27.807353973,191.798828125,-2860.800781250,38.354362488,179.637100220,-2894.509033203,37.464042664,175.946258545,-2911.870849609,39.667469025,177.407455444,-2902.931396484,
597,31.006351471,190.811477661,-2869.488525391,21.312406540,198.782867432,-2853.286132813,28.581617355,192.441574097,-2861.047363281,38.959529877,180.181884766,-2894.780761719,37.949554443,176.360656738,-2912.108642578,40.243267059,177.899337769,-2903.197265625,
598,31.737333298,191.366012573,-2869.832031250,22.130050659,199.283203125,-2853.572265625,29.409248352,193.001647949,-2861.370605469,39.549022675,180.694458008,-2895.151855469,38.414463043,176.760391235,-2912.438232422,40.772712708,178.386306763,-2903.563964844,
599,32.464561462,192.026870728,-2870.209228516,22.921895981,199.948822021,-2853.891113281,30.223918915,193.706054688,-2861.725341797,40.155517578,181.296142578,-2895.540527344,38.852718353,177.225234985,-2912.791259766,41.292224884,178.944625854,-2903.954833984,
600,33.131942749,192.871871948,-2870.585205078,23.631731033,200.811584473,-2854.252197266,30.954977036,194.596252441,-2862.087158203,40.754417419,182.042343140,-2895.894287109,39.320953369,177.790756226,-2913.098144531,41.823299408,179.628494263,-2904.302490234,
601,33.740787506,193.922653198,-2870.948974609,24.298345566,201.859115601,-2854.591064453,31.600378036,195.684448242,-2862.453613281,41.307243347,182.958923340,-2896.209960938,39.794815063,178.498107910,-2913.358398438,42.353538513,180.472259521,-2904.609619141,
602,34.299083710,195.146713257,-2871.335449219,24.871160507,203.102767944,-2854.988769531,32.154071808,197.042236328,-2862.846435547,41.869606018,184.039794922,-2896.532226563,40.252826691,179.352066040,-2913.623291016,42.863182068,181.475769043,-2904.917724609,
603,34.845378876,196.513122559,-2871.781005859,25.424922943,204.494598389,-2855.428955078,32.824848175,198.377899170,-2863.257568359,42.418964386,185.234359741,-2896.903076172,40.717021942,180.320953369,-2913.933105469,43.369861603,182.598022461,-2905.279052734,
604,35.388267517,197.921966553,-2872.287841797,26.034549713,205.873077393,-2855.921142578,33.476367950,199.843109131,-2863.758544922,42.937187195,186.513488770,-2897.361083984,41.152587891,181.409286499,-2914.326904297,43.858390808,183.818222046,-2905.724121094,
605,35.965404510,199.155838013,-2872.757324219,26.629127502,207.041061401,-2856.340087891,34.047428131,201.102798462,-2864.217529297,43.487236023,187.738525391,-2897.824462891,41.604579926,182.485794067,-2914.753173828,44.343830109,185.004516602,-2906.194824219,
606,36.517314911,200.083328247,-2873.141357422,27.190164566,207.855392456,-2856.671630859,34.629669189,202.022247314,-2864.593750000,43.999042511,188.716506958,-2898.253662109,42.039939880,183.421981812,-2915.156982422,44.834976196,185.994049072,-2906.625000000,
607,37.042995453,200.712524414,-2873.454589844,27.757444382,208.342559814,-2856.908447266,35.274196625,202.593521118,-2864.880859375,44.504154205,189.439788818,-2898.622314453,42.472896576,184.135406494,-2915.516113281,45.289745331,186.751708984,-2907.007568359,
608,37.567825317,201.120269775,-2873.707763672,28.311779022,208.581985474,-2857.066894531,35.789844513,202.976226807,-2865.121582031,45.001605988,190.019805908,-2898.961914063,42.913707733,184.729553223,-2915.856689453,45.751319885,187.368362427,-2907.364746094,
609,38.111186981,201.440963745,-2873.957519531,28.873569489,208.702041626,-2857.218261719,36.309341431,203.251525879,-2865.359863281,45.507896423,190.569122314,-2899.325195313,43.361148834,185.336090088,-2916.230712891,46.231357574,187.972732544,-2907.741210938,
610,38.680961609,201.776672363,-2874.257812500,29.490514755,208.810043335,-2857.407470703,36.981781006,203.513580322,-2865.627441406,46.056137085,191.196533203,-2899.749023438,43.833877563,186.007049561,-2916.667480469,46.717231750,188.641677856,-2908.190673828,
611,39.295200348,202.194824219,-2874.647460938,30.157190323,208.981002808,-2857.679199219,37.674972534,203.852401733,-2865.987060547,46.587802887,191.905853271,-2900.270263672,44.329193115,186.764312744,-2917.197753906,47.230705261,189.401245117,-2908.734619141,
612,39.953956604,202.703628540,-2875.178955078,30.878639221,209.254776001,-2858.081542969,38.377609253,204.335861206,-2866.501220703,47.192630768,192.680725098,-2900.925537109,44.852092743,187.575927734,-2917.856445313,47.788715363,190.223678589,-2909.402587891,
613,40.706501007,203.293090820,-2875.873535156,31.705938339,209.612609863,-2858.644287109,39.213584900,204.854049683,-2867.169921875,47.834552765,193.546752930,-2901.754882813,45.377216339,188.466278076,-2918.683837891,48.350051880,191.136611938,-2910.253173828,
614,41.516883850,203.943130493,-2876.701660156,32.667846680,209.969924927,-2859.302978516,40.114379883,205.400848389,-2867.964111328,48.437538147,194.483993530,-2902.744873047,45.840480804,189.501464844,-2919.677978516,48.868141174,192.180099487,-2911.277587891,
615,42.361240387,204.672180176,-2877.593505859,33.654628754,210.380661011,-2860.016357422,40.776371002,205.588211060,-2868.924316406,49.004959106,195.580551147,-2903.834960938,46.257888794,190.693359375,-2920.764892578,49.365764618,193.356018066,-2912.385986328,
616,43.157451630,205.445327759,-2878.492919922,34.587253571,210.798614502,-2860.743164063,41.690383911,206.238342285,-2869.793212891,49.598918915,196.738327026,-2904.927978516,46.681575775,191.991973877,-2921.868896484,49.865947723,194.619094849,-2913.508300781,
617,43.965744019,206.103012085,-2879.379882813,35.524192810,211.087341309,-2861.465087891,42.589454651,206.757812500,-2870.655761719,50.183086395,197.856918335,-2906.019042969,47.158042908,193.299499512,-2922.980957031,50.396430969,195.867935181,-2914.630371094,
618,44.870513916,206.490295410,-2880.305664063,36.611537933,211.092361450,-2862.213378906,43.605171204,207.003692627,-2871.556640625,50.788642883,198.738265991,-2907.167236328,47.570686340,194.415008545,-2924.146240234,50.911472321,196.895050049,-2915.799072266,
619,45.900287628,206.585784912,-2881.268798828,37.949573517,210.798339844,-2862.948974609,44.776687622,206.938522339,-2872.486572266,51.398586273,199.366058350,-2908.359375000,47.897586823,195.282333374,-2925.346923828,51.345714569,197.669189453,-2917.027832031,
620,46.963603973,206.401184082,-2882.212890625,39.325973511,210.127624512,-2863.667968750,46.006492615,206.555130005,-2873.410888672,51.969821930,199.876007080,-2909.582275391,48.199848175,196.126724243,-2926.576660156,51.790683746,198.351196289,-2918.271484375,
621,48.049140930,206.204513550,-2883.217773438,40.724899292,209.499542236,-2864.466552734,47.247474670,206.169631958,-2874.396728516,52.515838623,200.327865601,-2910.829345703,48.474887848,196.918075562,-2927.806640625,52.216751099,198.980514526,-2919.527587891,
622,49.029785156,206.181762695,-2884.225097656,42.071941376,209.088546753,-2865.293701172,48.411556244,205.965606689,-2875.388916016,53.036151886,200.826614380,-2912.018310547,48.692665100,197.697402954,-2928.971679688,52.572528839,199.632614136,-2920.730468750,
623,49.873905182,206.310394287,-2885.116943359,43.166687012,208.894027710,-2866.054199219,49.367614746,205.961639404,-2876.281250000,53.486892700,201.427413940,-2913.053710938,48.926013947,198.528198242,-2929.990478516,52.915866852,200.357376099,-2921.777587891,
624,50.579105377,206.534973145,-2885.900146484,44.059391022,208.826965332,-2866.748291016,50.172641754,206.056442261,-2877.066406250,53.979255676,202.039260864,-2913.943115234,49.237457275,199.383636475,-2930.872070313,53.308570862,201.104797363,-2922.673339844,
625,51.277992249,206.776870728,-2886.684082031,44.913059235,208.782073975,-2867.460693359,50.932029724,206.175643921,-2877.855224609,54.427021027,202.692062378,-2914.821533203,49.267391205,200.021057129,-2931.617431641,53.718444824,201.863983154,-2923.549072266,
626,52.017379761,206.956832886,-2887.540039063,45.844135284,208.687973022,-2868.228759766,51.770084381,206.223327637,-2878.712646484,54.905994415,203.239379883,-2915.757568359,49.480342865,200.968521118,-2932.600097656,54.077556610,202.562637329,-2924.487060547,
627,52.839694977,206.868423462,-2888.421386719,46.900341034,208.263275146,-2869.020263672,52.718063354,205.973815918,-2879.602294922,55.355525970,203.602142334,-2916.743652344,49.731788635,201.660202026,-2933.558593750,54.457206726,203.073059082,-2925.457763672,
628,53.859092712,206.211624146,-2889.304931641,48.210567474,207.225341797,-2869.804199219,53.821445465,205.124450684,-2880.509521484,56.002361298,203.553466797,-2917.716552734,50.139331818,202.033081055,-2934.506591797,54.943603516,202.876174927,-2926.236572266,
629,55.060691833,204.880599976,-2890.263183594,49.689708710,205.449920654,-2870.677490234,55.121692657,203.545486450,-2881.505126953,56.407760620,202.620147705,-2918.900390625,50.618213654,202.079528809,-2935.512939453,55.568977356,202.621170044,-2927.284667969,
630,56.455821991,203.123550415,-2891.459716797,51.423744202,203.189437866,-2871.794433594,56.618473053,201.498123169,-2882.752197266,57.234546661,201.789916992,-2920.183837891,51.160076141,201.963165283,-2936.697998047,56.236911774,202.119827271,-2928.536376953,
631,57.915088654,201.382614136,-2892.989257813,53.328201294,200.953109741,-2873.233154297,58.212722778,199.471923828,-2884.342041016,58.012893677,200.977127075,-2921.753906250,51.611690521,201.855499268,-2938.117675781,56.867103577,201.650863647,-2930.063476563,
632,59.290874481,200.058410645,-2894.706787109,55.185073853,199.136474609,-2874.870605469,59.775413513,197.867446899,-2886.128906250,58.636241913,200.516906738,-2923.468994141,51.864185333,202.026458740,-2939.634521484,57.291469574,201.588592529,-2931.768310547,
633,60.495403290,199.297225952,-2896.362060547,56.797771454,197.945571899,-2876.471191406,61.103813171,196.885726929,-2887.863037109,59.130779266,200.529815674,-2925.089111328,52.036239624,202.543243408,-2941.045166016,57.611793518,201.857482910,-2933.336669922,
634,61.385044098,199.162734985,-2897.778808594,57.959556580,197.446960449,-2877.869873047,62.112461090,196.573989868,-2889.343017578,59.557113647,200.957458496,-2926.461669922,52.229030609,203.338699341,-2942.256591797,57.922462463,202.434768677,-2934.651611328,
635,62.048080444,199.383880615,-2898.943847656,58.791046143,197.391006470,-2879.034179688,62.841789246,196.656204224,-2890.555175781,59.994132996,201.591262817,-2927.587890625,52.562442780,204.238952637,-2943.286376953,58.316184998,203.176101685,-2935.741699219,
636,62.684482574,199.561798096,-2900.007812500,59.494731903,197.326995850,-2880.113281250,63.484279633,196.725204468,-2891.656982422,60.518207550,202.133438110,-2928.612304688,53.032203674,205.031570435,-2944.240722656,58.788391113,203.828506470,-2936.739746094,
637,63.438293457,199.386978149,-2901.099121094,60.351779938,196.886322021,-2881.213134766,64.249862671,196.412704468,-2892.794189453,61.119022369,202.386108398,-2929.654541016,53.583923340,205.606079102,-2945.181640625,59.372421265,204.212036133,-2937.735839844,
638,64.297981262,198.680313110,-2902.301025391,61.325653076,195.907135010,-2882.449951172,65.109100342,195.540939331,-2894.067382813,61.724220276,202.318237305,-2930.771972656,54.112850189,206.035064697,-2946.152099609,59.938079834,204.353225708,-2938.793945313,
639,65.119598389,197.810913086,-2903.676025391,62.319324493,194.597274780,-2883.877929688,65.976577759,194.432403564,-2895.542480469,62.216560364,202.262405396,-2931.998291016,54.438137054,206.606689453,-2947.173095703,60.324237823,204.599136353,-2939.943359375,
640,65.892898560,197.216690063,-2905.199951172,63.385746002,193.521621704,-2885.451171875,66.843757629,193.593887329,-2897.182617188,62.497928619,202.484313965,-2933.323486328,54.487674713,207.389053345,-2948.224365234,60.473819733,205.098281860,-2941.168701172,
641,66.540840149,197.050979614,-2906.725585938,64.358772278,192.913818359,-2887.022216797,67.629753113,193.214202881,-2898.810791016,62.622722626,202.989746094,-2934.643066406,54.363487244,208.336853027,-2949.259765625,60.455108643,205.817245483,-2942.384277344,
642,67.105209351,197.111297607,-2908.065429688,65.188179016,192.649658203,-2888.418212891,68.246795654,193.135818481,-2900.250000000,62.707450867,203.617813110,-2935.805664063,54.248439789,209.308578491,-2950.185302734,60.429111481,206.597702026,-2943.459472656,
643,67.495605469,197.081619263,-2909.207763672,65.809562683,192.301376343,-2889.612792969,68.712448120,192.951660156,-2901.473632813,62.839115143,204.066192627,-2936.784423828,54.283031464,210.083923340,-2950.975585938,60.500362396,207.202239990,-2944.362060547,
644,67.886070251,196.677917480,-2910.210693359,66.031005859,191.376968384,-2890.791748047,69.090301514,192.414794922,-2902.552978516,63.213199615,203.788131714,-2937.459716797,54.440700531,210.580245972,-2951.639404297,60.659053802,207.484024048,-2945.128173828,
645,68.218574524,195.971099854,-2911.120117188,66.428245544,190.425384521,-2891.770263672,69.379005432,191.567687988,-2903.550048828,63.395549774,203.628051758,-2938.200683594,54.648361206,210.840164185,-2952.181884766,60.846817017,207.489486694,-2945.789306641,
646,68.460342407,195.180023193,-2911.939697266,66.764747620,189.415786743,-2892.643066406,69.587463379,190.640533447,-2904.442382813,63.547424316,203.307067871,-2938.856445313,54.875148773,210.919815063,-2952.663330078,61.026985168,207.323272705,-2946.369873047,
647,68.600456238,194.452560425,-2912.650146484,66.939430237,188.545272827,-2893.391357422,69.676185608,189.800918579,-2905.207519531,63.650890350,202.959045410,-2939.446289063,55.074234009,210.919006348,-2953.103759766,61.171958923,207.101699829,-2946.901123047,
648,68.627693176,193.859832764,-2913.305419922,66.931678772,187.879562378,-2894.073974609,69.625205994,189.136169434,-2905.901855469,63.632015228,202.677062988,-2940.020996094,55.184707642,210.931304932,-2953.569824219,61.219463348,206.923767090,-2947.427734375,
649,68.561920166,193.431732178,-2913.997802734,66.867164612,187.385437012,-2894.786865234,69.508659363,188.645950317,-2906.628906250,63.489635468,202.508041382,-2940.630371094,55.136207581,211.002075195,-2954.079833984,61.130462646,206.830413818,-2947.992919922,
650,68.467094421,192.945373535,-2914.774414063,66.841453552,186.798919678,-2895.592041016,69.389266968,188.084167480,-2907.447021484,63.291885376,202.304000854,-2941.284423828,54.963745117,211.048858643,-2954.603515625,60.925327301,206.713790894,-2948.593750000,
651,68.318107605,192.048889160,-2915.683837891,66.806098938,185.747055054,-2896.542480469,69.211547852,187.093078613,-2908.421386719,63.020111084,201.792724609,-2942.042724609,54.771751404,210.835662842,-2955.201660156,60.677253723,206.304718018,-2949.280761719,
652,68.052619934,190.547882080,-2916.826904297,66.634330750,184.117156982,-2897.712646484,68.923164368,185.474716187,-2909.612548828,62.676078796,200.706634521,-2943.007568359,53.705474854,210.738693237,-2953.371826172,60.390445709,205.351684570,-2950.159179688,
653,67.650024414,188.643478394,-2918.045654297,66.314132690,182.148757935,-2898.952880859,68.450370789,183.478683472,-2910.882324219,62.199993134,199.205017090,-2944.055908203,53.400817871,209.724365234,-2954.140625000,59.977500916,204.024520874,-2951.134033203,
654,67.060607910,186.914352417,-2919.048828125,65.830268860,180.349395752,-2899.953125000,67.774139404,181.654876709,-2911.923583984,61.602905273,197.839340210,-2944.899902344,53.057373047,208.803283691,-2954.739013672,59.482704163,202.790069580,-2951.913085938,
655,66.465087891,185.705749512,-2919.588134766,65.170951843,179.136383057,-2900.509033203,66.979698181,180.420547485,-2912.509033203,61.028591156,196.966659546,-2945.339355469,52.750831604,208.308013916,-2955.015380859,59.009590149,202.023666382,-2952.308593750,
656,65.774940491,185.251480103,-2919.723876953,64.426010132,178.669281006,-2900.644531250,66.172996521,179.930908203,-2912.660888672,60.503505707,196.678009033,-2945.416992188,52.457908630,208.257598877,-2955.024658203,58.578933716,201.803146362,-2952.367187500,
657,65.132011414,185.300552368,-2919.664794922,63.718341827,178.740020752,-2900.580078125,65.462646484,179.959915161,-2912.602294922,59.994934082,196.783584595,-2945.347167969,52.127037048,208.479721069,-2954.938964844,58.148025513,201.940399170,-2952.286376953,
658,64.464019775,185.479141235,-2919.632812500,63.094104767,178.889205933,-2900.542236328,64.817146301,180.097579956,-2912.569091797,59.460865021,197.022216797,-2945.286865234,52.587299347,208.205047607,-2957.498046875,57.665073395,202.199478149,-2952.214111328,
659,63.886703491,185.487670898,-2919.659667969,62.492935181,178.844558716,-2900.587890625,64.160446167,180.092453003,-2912.621582031,58.899394989,197.212326050,-2945.247314453,52.127948761,208.532257080,-2957.374755859,57.148635864,202.434326172,-2952.148437500,
660,63.290714264,185.299209595,-2919.695800781,61.841918945,178.591140747,-2900.652343750,63.463554382,179.887847900,-2912.689697266,58.309593201,197.267486572,-2945.207519531,51.668220520,208.751083374,-2957.244873047,56.617530823,202.550857544,-2952.067871094,
661,62.634387970,184.951812744,-2919.701171875,61.125881195,178.187744141,-2900.681884766,62.703384399,179.519836426,-2912.723144531,57.703624725,197.148803711,-2945.142822266,51.225948334,208.800247192,-2957.107910156,56.080894470,202.492004395,-2951.970214844,
662,61.836853027,184.529510498,-2919.638427734,60.348167419,177.674789429,-2900.635498047,61.907310486,179.026123047,-2912.680908203,57.084064484,196.905136108,-2945.013916016,50.772529602,208.730087280,-2956.885253906,55.540924072,202.300827026,-2951.808349609,
663,61.081912994,184.050537109,-2919.441162109,59.540870667,177.132171631,-2900.452392578,61.075389862,178.505706787,-2912.500488281,56.479972839,196.597549438,-2944.747070313,50.371196747,208.599243164,-2956.562500000,55.012363434,202.060546875,-2951.519531250,
664,60.297679901,183.626251221,-2919.051025391,58.700901031,176.676666260,-2900.067626953,60.237895966,178.046844482,-2912.122314453,55.895275116,196.293945313,-2944.326660156,50.002067566,208.429885864,-2956.093994141,54.522624969,201.788940430,-2951.077392578,
665,59.575023651,183.314804077,-2918.414062500,57.853237152,176.415802002,-2899.416015625,59.421329498,177.746154785,-2911.474365234,55.359260559,196.003280640,-2943.705810547,49.650196075,208.228637695,-2955.473144531,54.065299988,201.515808105,-2950.459960938,
666,58.880416870,183.192703247,-2917.454101563,57.024463654,176.431823730,-2898.426757813,58.620616913,177.676422119,-2910.485839844,54.863826752,195.727874756,-2942.796875000,49.313175201,208.008926392,-2954.660156250,53.630363464,201.265060425,-2949.604736328,
667,58.119449615,183.283370972,-2916.060302734,56.161956787,176.690521240,-2896.972412109,57.814540863,177.818054199,-2909.040527344,54.414539337,195.431030273,-2941.465332031,48.996631622,207.778152466,-2953.546142578,53.226642609,201.047882080,-2948.388183594,
668,57.451023102,183.491699219,-2914.099853516,55.172882080,177.225509644,-2894.955322266,56.951633453,178.173583984,-2907.021240234,53.998943329,195.339843750,-2939.738769531,48.752254486,207.530426025,-2952.022705078,52.902698517,200.846206665,-2946.728515625,
669,56.566631317,183.908172607,-2911.682617188,54.038352966,178.025238037,-2892.436279297,55.989910126,178.716857910,-2904.498291016,53.658958435,195.672805786,-2937.801757813,48.592411041,207.134292603,-2950.210693359,52.647384644,200.544235229,-2944.725341797,
670,55.626178741,184.257598877,-2909.093261719,52.783992767,178.863479614,-2889.735595703,54.923652649,179.245635986,-2901.778808594,53.262348175,195.315658569,-2935.547119141,48.458007813,206.473205566,-2948.329833984,52.394954681,199.997512817,-2942.608398438,
671,54.641304016,184.253952026,-2906.641601563,51.433883667,179.370849609,-2887.199707031,53.755531311,179.451324463,-2899.215087891,52.774562836,194.673675537,-2933.393066406,48.260028839,205.541152954,-2946.514648438,52.073856354,199.168090820,-2940.573974609,
672,53.567226410,183.843597412,-2904.472412109,50.074665070,179.324981689,-2884.990966797,52.564369202,179.171997070,-2896.972167969,52.227142334,193.761550903,-2931.432617188,47.980808258,204.450302124,-2944.815429688,51.663372040,198.125350952,-2938.699462891,
673,52.553195953,183.106506348,-2902.571533203,48.757987976,178.864410400,-2883.071533203,51.393604279,178.551025391,-2895.020019531,51.639404297,192.704803467,-2929.655029297,47.669204712,203.273483276,-2943.222412109,51.219573975,196.936782837,-2936.951904297,
674,51.551677704,182.324966431,-2900.733154297,47.498756409,178.280853271,-2881.242919922,50.270336151,177.846328735,-2893.159179688,51.072460175,191.674179077,-2927.910400391,47.345569611,202.165985107,-2941.617431641,51.135585785,196.026214600,-2935.327880859,
675,50.601306915,181.694793701,-2898.759521484,46.280712128,177.857498169,-2879.278320313,49.212497711,177.281906128,-2891.154296875,50.549861908,190.763992310,-2926.028076172,47.075851440,201.146179199,-2939.872070313,50.724273682,195.044174194,-2933.493896484,
676,49.650821686,181.251296997,-2896.542724609,45.040634155,177.709548950,-2877.071777344,48.137821198,176.952453613,-2888.900634766,50.049755096,189.912338257,-2923.939697266,46.851165771,200.108047485,-2937.966796875,50.358955383,194.091476440,-2931.463134766,
677,48.687755585,180.952438354,-2894.050292969,43.766834259,177.839050293,-2874.582519531,47.001636505,176.839462280,-2886.355224609,49.553642273,189.047485352,-2921.605468750,46.639293671,198.905746460,-2935.845703125,49.987228394,193.086822510,-2929.211669922,
678,47.690708160,180.832031250,-2891.300292969,42.437942505,178.223800659,-2871.837646484,45.847206116,176.932693481,-2883.529296875,49.048633575,188.222717285,-2919.036621094,46.417675018,197.900360107,-2933.648437500,49.623992920,192.052581787,-2926.737792969,
679,46.678657532,180.897583008,-2888.409179688,41.104301453,179.204513550,-2868.894042969,44.679634094,177.238479614,-2880.560302734,48.593101501,187.435653687,-2916.322753906,46.912616730,196.530502319,-2931.187255859,49.297790527,191.042205811,-2924.129394531,
680,45.715030670,181.071411133,-2885.524902344,39.836334229,180.004623413,-2866.049804688,43.555187225,177.663619995,-2877.609130859,48.182407379,186.728591919,-2913.581298828,46.768730164,195.383438110,-2928.756835938,49.010837555,190.109008789,-2921.489990234,
681,44.798812866,181.239578247,-2882.784912109,38.570465088,180.733489990,-2863.383300781,42.508316040,178.053817749,-2874.808593750,47.766548157,186.107284546,-2910.935058594,46.621402740,194.361877441,-2926.368164063,48.719181061,189.277877808,-2918.920654297,
682,43.937202454,181.281066895,-2880.243652344,37.430881500,181.241821289,-2860.917236328,41.527946472,178.279830933,-2872.229003906,47.350734711,185.484329224,-2908.443115234,46.438262939,193.419265747,-2924.081054688,48.403011322,188.488281250,-2916.490234375,
