Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z
70.72355652,262.6375732,-2879.787109,64.23833466,264.2303162,-2860.620117,69.68506622,260.6226807,-2870.982666,74.87322998,262.280426,-2908.060059,70.75759888,264.6657715,-2925.103271,74.70679474,262.9032288,-2916.592285
70.73175049,262.6367188,-2879.791992,64.25817108,264.2185974,-2860.622314,69.70105743,260.6152039,-2870.988281,74.8724823,262.2875977,-2908.065918,70.74749756,264.6841431,-2925.107666,74.69820404,262.9154968,-2916.600586
70.73783875,262.6317139,-2879.804443,64.27418518,264.2030334,-2860.63208,69.70180512,260.6106873,-2871.002441,74.86746979,262.3010559,-2908.08252,70.73213196,264.705658,-2925.118164,74.68489838,262.9324951,-2916.614502
70.75350952,262.6200256,-2879.820801,64.31285095,264.17099,-2860.644775,69.71559143,260.5929871,-2871.020752,74.88117218,262.3096008,-2908.100342,70.72690582,264.7253418,-2925.133301,74.67738342,262.9502869,-2916.634277
70.7853241,262.6108704,-2879.837891,64.37505341,264.1429138,-2860.653564,69.77827454,260.5726318,-2871.034912,74.89195252,262.300293,-2908.121094,70.71886444,264.7281799,-2925.150146,74.6787262,262.9505615,-2916.653076
70.81117249,262.5923767,-2879.850586,64.41873169,264.135437,-2860.661621,69.81828308,260.5629272,-2871.044434,74.8890686,262.2752991,-2908.140869,70.7048645,264.7033691,-2925.16333,74.67107391,262.9252625,-2916.668457
70.83874512,262.5601196,-2879.864502,64.44433594,264.09552,-2860.675537,69.86105347,260.523407,-2871.057373,74.8981781,262.2711487,-2908.158203,70.71677399,264.7009888,-2925.175781,74.68476105,262.9167786,-2916.684326
70.87361145,262.5270386,-2879.890381,64.48119354,264.0370483,-2860.695068,69.91501617,260.4745483,-2871.081543,74.89237213,262.2684631,-2908.188721,70.71744537,264.7131348,-2925.196777,74.69742584,262.9231873,-2916.70874
70.90313721,262.500885,-2879.914551,64.51473999,263.9822388,-2860.712891,69.97263336,260.4433289,-2871.103271,74.88314819,262.2627258,-2908.216309,70.71074677,264.7254944,-2925.217529,74.69976044,262.9317322,-2916.734131
70.92760468,262.4784851,-2879.927002,64.52838898,263.9560242,-2860.724121,70.0089798,260.4152527,-2871.113281,74.86215973,262.2521057,-2908.235596,70.70330048,264.7165222,-2925.227051,74.69363403,262.9176941,-2916.749756
70.94062042,262.4595947,-2879.936035,64.54593658,263.9618225,-2860.729736,70.0324707,260.4000549,-2871.119873,74.84750366,262.2288513,-2908.247559,70.6881485,264.6860352,-2925.236084,74.67987061,262.8874207,-2916.762207
70.95320129,262.4490356,-2879.943848,64.5636673,263.9404907,-2860.737061,70.0453186,260.3849182,-2871.128662,74.84864807,262.234375,-2908.26001,70.68444824,264.695282,-2925.245361,74.67958832,262.894165,-2916.772705
70.97406006,262.4461365,-2879.954834,64.58557892,263.9264221,-2860.745117,70.07116699,260.3744202,-2871.139648,74.84146881,262.2441101,-2908.275635,70.67536163,264.7131348,-2925.254883,74.67572784,262.9077759,-2916.783447
70.97961426,262.4465332,-2879.959229,64.59321594,263.9240417,-2860.751953,70.08221436,260.3751831,-2871.146484,74.83597565,262.2530212,-2908.284912,70.66862488,264.7226563,-2925.259521,74.66976166,262.9169312,-2916.790039
70.97882843,262.4442749,-2879.961426,64.59577942,263.9285584,-2860.754639,70.08873749,260.3678589,-2871.14624,74.83660889,262.2613525,-2908.289795,70.66676331,264.7238159,-2925.259277,74.66320801,262.9161987,-2916.79248
70.97980499,262.4371338,-2879.967285,64.60354614,263.921875,-2860.756348,70.08467865,260.3639526,-2871.152588,74.84088135,262.2554932,-2908.293213,70.66348267,264.7218933,-2925.263916,74.66441345,262.9144592,-2916.796631
70.98687744,262.4296265,-2879.973633,64.62262726,263.9052429,-2860.761475,70.09548187,260.3513184,-2871.159424,74.85536194,262.2489929,-2908.296631,70.66587067,264.7202759,-2925.271729,74.66959381,262.9133606,-2916.803467
70.99928284,262.4201965,-2879.980957,64.63420105,263.8891907,-2860.765381,70.11083221,260.3408813,-2871.165771,74.86699677,262.24646,-2908.302002,70.67384338,264.7196045,-2925.278076,74.67989349,262.9113159,-2916.810791
71.01450348,262.4103699,-2879.987305,64.64870453,263.8761902,-2860.772705,70.1275177,260.3338013,-2871.172607,74.88070679,262.2468567,-2908.307129,70.68106842,264.7200623,-2925.283203,74.6909256,262.9112244,-2916.818115
71.02900696,262.4059143,-2879.995361,64.67569733,263.854248,-2860.77417,70.13869476,260.3238831,-2871.182373,74.90302277,262.2415771,-2908.313965,70.68933868,264.7277527,-2925.290283,74.70158386,262.9188538,-2916.825684
71.03717041,262.4107971,-2880.006592,64.70782471,263.8330383,-2860.781494,70.158638,260.3221741,-2871.193359,74.92680359,262.2414551,-2908.320801,70.69103241,264.7491455,-2925.301025,74.70738983,262.9377136,-2916.836914
71.04802704,262.4147339,-2880.015869,64.72930908,263.8236084,-2860.786377,70.1700592,260.3261414,-2871.201416,74.93736267,262.2516785,-2908.328613,70.69017029,264.7692566,-2925.307861,74.70993042,262.9572754,-2916.846191
71.04805756,262.4187317,-2880.018066,64.74828339,263.8204346,-2860.78418,70.17095184,260.3246765,-2871.20459,74.94594574,262.2586975,-2908.330078,70.67755127,264.7810364,-2925.310547,74.69048309,262.9709167,-2916.851074
